full_date,weekday,mood,activities,note
2022-04-16,Samstag,Lausig,Variable03 | Variable04 | Schach | Variable06 | Variable07 | Variable08 | Variable09 | Chinesisch | Mäßig,""
2022-04-17,Sonntag,Lausig,Familie | Variable03 | Variable04 | Variable07 | Chinesisch | Mäßig,""
2022-04-18,Montag,Schlecht,Variable03 | Variable04 | Variable05 | Schach | Variable07 | Variable08 | Variable09 | Chinesisch | Schlecht,""
2022-04-19,Dienstag,Ok,Familie | Variable05 | Variable08 | Variable16 | Schlecht,""
2022-04-20,Mittwoch,Gut,Variable03 | Variable04 | Variable09 | Chinesisch | Variable15 | Variable17 | Arbeit | Mensa | Schlecht | Einkaufen,""
2022-04-21,Donnerstag,Super,Variable03 | Variable04 | Schach | Variable10 | Variable13 | Chinesisch | Variable16 | Variable19 | Arbeit | Mensa | Schlecht,""
2022-04-22,Freitag,Super,Variable04 | Variable05 | Schach | Variable15 | Variable17 | Mäßig | Arbeit | Mensa | Wäsche | Einkaufen | Rasiert,""
2022-04-23,Samstag,Super,Variable03 | Variable04 | Schach | Variable08 | Variable10 | Chinesisch | Arbeit | Schlecht,""
2022-04-24,Sonntag,Gut,Variable03 | Variable04 | Schach | Variable08 | Variable09 | Chinesisch | Mäßig,""
2022-04-25,Montag,Super,Variable03 | Variable04 | Schach | Gut | Variable06 | Variable08 | Variable09 | Variable12 | Chinesisch | Einkaufen | Schlafqualitaet,""
2022-04-26,Dienstag,Gut,Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable07 | Variable08 | Variable16 | Variable17 | Mäßig | Arbeit,""
2022-04-27,Mittwoch,Gut,Variable04 | Schach | Variable06 | Variable08 | Variable10 | Variable11 | Variable12 | Chinesisch | Variable16 | Variable17 | Variable19 | Mäßig | Einkaufen,""
2022-04-28,Donnerstag,Super,Variable04 | Schach | Variable07 | Variable08 | Variable09 | Variable12 | Variable13 | Chinesisch | Variable17 | Variable19 | Mäßig | Arbeit,""
2022-04-29,Freitag,Ok,Variable03 | Variable04 | Schach | Gut | Variable08 | Variable17 | Variable19 | Arbeit | Schlafqualitaet,""
2022-04-30,Samstag,Ok,Familie | Variable04 | Schach | Gut | Variable12 | Chinesisch | Arbeit | Rasiert | Restaurant | Schlafqualitaet,""
2022-05-01,Sonntag,Ok,Familie | Variable03 | Variable04 | Variable05 | Schach | Variable12 | Chinesisch | Variable19 | Mäßig | Arbeit | Restaurant,""
2022-05-02,Montag,Schlecht,Variable05 | Schach | Chinesisch | Variable16 | Arbeit | Mensa | Schlecht | Einkaufen,""
2022-05-03,Dienstag,Super,Variable04 | Variable05 | Variable07 | Variable09 | Variable11 | Variable14 | Variable15 | Variable16 | Variable17 | Variable18 | Mäßig | Arbeit | Mensa,""
2022-05-04,Mittwoch,Super,Variable03 | Variable04 | Variable05 | Variable07 | Chinesisch | Variable14 | Variable16 | Variable17 | Variable19 | Mäßig | Arbeit | Mensa,""
2022-05-05,Donnerstag,Lausig,Variable04 | Variable05 | Schach | Variable07 | Variable08 | Variable13 | Chinesisch | Variable14 | Mäßig | Arbeit | Wäsche | Einkaufen,""
2022-05-06,Freitag,Schlecht,Variable03 | Variable04 | Schach | Gut | Variable08 | Chinesisch | Variable18 | Variable19 | Arbeit | Rasiert | Schlafqualitaet,""
2022-05-07,Samstag,Lausig,Variable03 | Variable04 | Variable05 | Schach | Gut | Variable07 | Variable08 | Variable09 | Chinesisch | Variable17 | Arbeit | Schlafqualitaet,""
2022-05-08,Sonntag,Lausig,Variable03 | Variable04 | Variable05 | Schach | Variable08 | Variable09 | Variable13 | Variable18 | Mäßig | Arbeit | Longboard,""
2022-05-09,Montag,Super,Variable03 | Variable04 | Schach | Gut | Variable07 | Variable09 | Variable10 | Variable12 | Chinesisch | Variable14 | Variable16 | Variable18 | Wäsche | Einkaufen | Schlafqualitaet,""
2022-05-10,Dienstag,Super,Variable03 | Variable04 | Schach | Gut | Variable07 | Variable09 | Variable12 | Chinesisch | Variable14 | Variable16 | Arbeit | Schlafqualitaet,""
2022-05-11,Mittwoch,Super,Variable04 | Schach | Variable07 | Variable11 | Variable12 | Chinesisch | Variable15 | Mäßig | Friseur | Arbeit | Einkaufen | Restaurant,""
2022-05-12,Donnerstag,Super,Variable03 | Variable04 | Variable09 | Variable12 | Variable13 | Chinesisch | Variable17 | Variable19 | Mäßig | Arbeit | Mensa,""
2022-05-13,Freitag,Ok,Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable09 | Variable10 | Variable12 | Arbeit | Schlecht,""
2022-05-14,Samstag,Lausig,Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable07 | Variable08 | Variable10 | Variable11 | Variable12 | Chinesisch | Mäßig | Arbeit,""
2022-05-15,Sonntag,Ok,Familie | Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable09 | Variable12 | Chinesisch | Variable15 | Mäßig,""
2022-05-16,Montag,Super,Variable04 | Schach | Gut | Variable07 | Chinesisch | Variable14 | Arbeit | Allergie | Rasiert | Schlafqualitaet,""
2022-05-17,Dienstag,Super,Variable04 | Variable05 | Variable06 | Variable08 | Variable12 | Variable19 | Arbeit | Schlecht,""
2022-05-18,Mittwoch,Super,Variable03 | Variable04 | Schach | Variable07 | Variable09 | Chinesisch | Variable15 | Variable16 | Variable17 | Variable19 | Mäßig | Arbeit | Mensa | Allergie | Einkaufen,""
2022-05-19,Donnerstag,Gut,Variable03 | Variable04 | Variable05 | Schach | Variable07 | Variable08 | Variable11 | Variable12 | Variable13 | Mäßig | Arbeit | Wäsche | Allergie,""
2022-05-20,Freitag,Schlecht,Variable04 | Schach | Gut | Variable07 | Variable10 | Variable12 | Chinesisch | Variable14 | Variable15 | Variable17 | Variable19 | Allergie | Einkaufen | Schlafqualitaet,""
2022-05-21,Samstag,Schlecht,Variable03 | Variable04 | Schach | Gut | Variable08 | Variable09 | Chinesisch | Variable16 | Schlafqualitaet,""
2022-05-22,Sonntag,Ok,Variable03 | Variable04 | Schach | Variable07 | Variable08 | Variable11 | Variable12 | Chinesisch | Mäßig,""
2022-05-23,Montag,Gut,Variable04 | Variable08 | Chinesisch | Variable16 | Mäßig | Arbeit | Allergie | Einkaufen,""
2022-05-24,Dienstag,Ok,Variable05 | Schach | Variable19 | Mäßig | Arbeit | Mensa | Allergie | Rasiert,""
2022-05-25,Mittwoch,Super,Familie | Variable03 | Variable04 | Variable05 | Schach | Gut | Chinesisch | Arbeit | Schlafqualitaet,""
2022-05-26,Donnerstag,Super,Familie | Variable03 | Variable04 | Variable17 | Variable18 | Schlecht | Ausflug | Restaurant,""
2022-05-27,Freitag,Super,Familie | Variable03 | Variable04 | Schach | Variable06 | Variable09 | Chinesisch | Mäßig | Allergie | Einkaufen | Ausflug | Restaurant,""
2022-05-28,Samstag,Super,Familie | Variable03 | Variable04 | Schach | Chinesisch | Variable18 | Mäßig | Allergie | Ausflug | Restaurant,""
2022-05-29,Sonntag,Super,Familie | Variable04 | Variable08 | Chinesisch | Mäßig | Allergie | Ausflug,""
2022-05-30,Montag,Super,Variable03 | Variable04 | Gut | Variable06 | Variable07 | Variable08 | Chinesisch | Variable16 | Arbeit | Schlafqualitaet,""
2022-05-31,Dienstag,Ok,Variable03 | Variable04 | Variable06 | Variable07 | Variable08 | Variable11 | Chinesisch | Variable16 | Variable17 | Mäßig | Arbeit | Mensa | Allergie,""
2022-06-01,Mittwoch,Schlecht,Variable03 | Variable04 | Schach | Variable06 | Variable07 | Variable08 | Variable09 | Variable13 | Variable16 | Variable19 | Mäßig | Rasiert,""
2022-06-02,Donnerstag,Schlecht,Variable03 | Variable04 | Schach | Variable12 | Variable13 | Chinesisch | Variable16 | Mäßig | Arbeit | Mensa | Allergie | Einkaufen,""
2022-06-03,Freitag,Gut,Variable03 | Variable04 | Schach | Gut | Variable08 | Chinesisch | Variable16 | Variable18 | Variable19 | Allergie | Schlafqualitaet,""
2022-06-04,Samstag,Schlecht,Variable04 | Schach | Gut | Variable06 | Variable08 | Variable10 | Variable13 | Variable15 | Arbeit | Wäsche | Einkaufen | Schlafqualitaet,""
2022-06-05,Sonntag,Lausig,Variable03 | Variable04 | Schach | Variable06 | Variable07 | Variable08 | Variable09 | Chinesisch | Schlecht,""
2022-06-06,Montag,Gut,Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable09 | Chinesisch | Variable16 | Mäßig | Arbeit | Allergie,""
2022-06-07,Dienstag,Gut,Variable03 | Variable04 | Variable05 | Schach | Arbeit | Mensa | Schlecht | Allergie | Rasiert,""
2022-06-08,Mittwoch,Schlecht,Variable02 | Variable03 | Variable04 | Chinesisch | Schlecht | Allergie | Einkaufen | Restaurant,""
2022-06-09,Donnerstag,Schlecht,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable09 | Variable10 | Variable16 | Variable17 | Arbeit | Schlecht | Allergie,""
2022-06-10,Freitag,Schlecht,Variable02 | Variable03 | Variable04 | Schach | Variable07 | Variable08 | Variable10 | Chinesisch | Mäßig | Allergie | Einkaufen,""
2022-06-11,Samstag,Ok,Variable02 | Variable04 | Variable05 | Variable11 | Mäßig | Arbeit | Allergie | Einkaufen | Restaurant,""
2022-06-12,Sonntag,Gut,Variable03 | Variable04 | Variable05 | Gut | Variable07 | Variable08 | Variable09 | Chinesisch | Allergie | Schlafqualitaet,""
2022-06-13,Montag,Schlecht,Variable03 | Variable04 | Variable07 | Variable11 | Chinesisch | Variable14 | Variable16 | Mäßig | Arbeit | Allergie,""
2022-06-14,Dienstag,Lausig,Variable02 | Variable03 | Variable04 | Variable13 | Variable15 | Arbeit | Mensa | Schlecht | Allergie,""
2022-06-15,Mittwoch,Gut,Variable02 | Variable03 | Schach | Variable15 | Arbeit | Schlecht | Allergie | Einkaufen,""
2022-06-16,Donnerstag,Super,Variable02 | Variable03 | Variable04 | Variable06 | Variable07 | Variable08 | Variable12 | Chinesisch | Variable14 | Variable16 | Variable18 | Arbeit | Wäsche | Schlecht | Allergie,""
2022-06-17,Freitag,Gut,Variable02 | Variable04 | Variable06 | Variable08 | Variable11 | Variable12 | Chinesisch | Variable18 | Mäßig | Arbeit | Mensa | Allergie,""
2022-06-18,Samstag,Schlecht,Variable02 | Variable04 | Variable08 | Variable09 | Variable11 | Variable12 | Variable16 | Schlecht | Allergie | Rasiert,""
2022-06-19,Sonntag,Schlecht,Variable03 | Variable04 | Variable07 | Variable09 | Variable13 | Chinesisch | Variable14 | Mäßig | Arbeit | Allergie,""
2022-06-20,Montag,Gut,Variable02 | Variable03 | Variable04 | Gut | Variable09 | Variable11 | Variable13 | Chinesisch | Mensa | Allergie | Restaurant | Schlafqualitaet,""
2022-06-21,Dienstag,Super,Variable02 | Variable03 | Variable04 | Variable08 | Variable10 | Variable12 | Chinesisch | Variable15 | Mäßig | Arbeit | Allergie | Einkaufen,""
2022-06-22,Mittwoch,Super,Variable02 | Variable03 | Variable04 | Variable05 | Gut | Variable07 | Variable08 | Variable11 | Variable12 | Chinesisch | Variable16 | Arbeit | Allergie | Schlafqualitaet,""
2022-06-23,Donnerstag,Ok,Variable03 | Variable04 | Variable08 | Variable12 | Variable13 | Chinesisch | Variable15 | Variable16 | Mäßig | Arbeit | Allergie,""
2022-06-24,Freitag,Lausig,Familie | Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable08 | Variable11 | Chinesisch | Variable16 | Mensa | Allergie | Longboard | Schlafqualitaet,""
2022-06-25,Samstag,Schlecht,Familie | Variable02 | Variable04 | Gut | Variable08 | Variable09 | Chinesisch | Arbeit | Wäsche | Allergie | Einkaufen | Rasiert | Schlafqualitaet,""
2022-06-26,Sonntag,Gut,Variable02 | Variable03 | Variable04 | Gut | Variable07 | Chinesisch | Variable14 | Arbeit | Allergie | Schlafqualitaet,""
2022-06-27,Montag,Ok,Variable02 | Variable03 | Variable04 | Gut | Variable09 | Variable11 | Variable12 | Variable13 | Chinesisch | Variable15 | Arbeit | Mensa | Allergie | Schlafqualitaet,""
2022-06-28,Dienstag,Ok,Variable02 | Variable03 | Variable04 | Variable09 | Variable12 | Chinesisch | Variable15 | Mäßig | Arbeit | Mensa | Allergie,""
2022-06-29,Mittwoch,Super,Variable02 | Variable03 | Variable04 | Variable11 | Variable13 | Chinesisch | Mäßig | Arbeit | Mensa | Restaurant,""
2022-06-30,Donnerstag,Super,Variable02 | Variable03 | Variable04 | Schach | Variable07 | Variable08 | Variable12 | Chinesisch | Mäßig | Arbeit | Allergie | Einkaufen,""
2022-07-01,Freitag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable08 | Variable09 | Variable11 | Variable12 | Chinesisch | Variable16 | Mäßig | Allergie | Einkaufen,""
2022-07-02,Samstag,Schlecht,Variable02 | Variable14 | Variable16 | Mäßig | Einkaufen | Rasiert,""
2022-07-03,Sonntag,Gut,Variable02 | Variable03 | Variable04 | Schach | Variable07 | Variable11 | Variable14 | Mäßig,""
2022-07-04,Montag,Super,Variable02 | Variable04 | Schach | Gut | Variable11 | Variable13 | Chinesisch | Wäsche | Einkaufen | Restaurant | Schlafqualitaet,""
2022-07-05,Dienstag,Ok,Variable02 | Variable04 | Variable07 | Variable12 | Chinesisch | Variable17 | Mäßig | Arbeit | Allergie,""
2022-07-06,Mittwoch,Schlecht,Variable02 | Variable04 | Variable09 | Variable11 | Chinesisch | Variable17 | Mäßig | Arbeit | Mensa | Allergie | Einkaufen,""
2022-07-07,Donnerstag,Schlecht,Variable02 | Variable03 | Variable04 | Schach | Chinesisch | Variable17 | Arbeit | Mensa | Schlecht | Allergie | Einkaufen | Restaurant,""
2022-07-08,Freitag,Schlecht,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable07 | Variable08 | Variable11 | Variable12 | Variable14 | Variable16 | Arbeit | Einkaufen | Rasiert | Schlafqualitaet,""
2022-07-09,Samstag,Gut,Variable02 | Variable03 | Variable04 | Schach | Variable06 | Variable08 | Variable12 | Chinesisch | Variable16 | Arbeit | Schlecht | Allergie,""
2022-07-10,Sonntag,Super,Variable02 | Variable03 | Variable04 | Schach | Gut | Variable07 | Variable11 | Variable13 | Chinesisch | Schlafqualitaet,""
2022-07-11,Montag,Super,Variable02 | Variable03 | Variable04 | Schach | Gut | Variable07 | Variable13 | Chinesisch | Wäsche | Allergie | Einkaufen | Schlafqualitaet,""
2022-07-12,Dienstag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable11 | Variable12 | Chinesisch | Variable15 | Mäßig | Allergie | Einkaufen,""
2022-07-13,Mittwoch,Gut,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable07 | Variable13 | Chinesisch | Allergie | Schlafqualitaet,""
2022-07-14,Donnerstag,Ok,Variable02 | Variable04 | Variable05 | Schach | Chinesisch | Variable18 | Mäßig | Mensa,""
2022-07-15,Freitag,Gut,Familie | Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable08 | Variable11 | Chinesisch | Einkaufen | Schlafqualitaet,""
2022-07-16,Samstag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable07 | Variable08 | Chinesisch | Variable17 | Wäsche | Allergie | Rasiert | Restaurant | Schlafqualitaet,""
2022-07-17,Sonntag,Gut,Variable02 | Variable03 | Variable04 | Variable05 | Variable07 | Variable11 | Chinesisch | Schlecht,""
2022-07-18,Montag,Schlecht,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable09 | Variable11 | Variable13 | Chinesisch | Variable18 | Mäßig | Arbeit | Allergie | Einkaufen,""
2022-07-19,Dienstag,Lausig,Variable02 | Variable03 | Variable04 | Variable05 | Variable07 | Variable09 | Chinesisch | Arbeit | Mensa | Schlecht | Allergie,""
2022-07-20,Mittwoch,Schlecht,Variable02 | Variable04 | Variable05 | Variable08 | Variable12 | Variable13 | Variable14 | Schlecht | Einkaufen,""
2022-07-21,Donnerstag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Variable07 | Variable17 | Mäßig | Arbeit | Mensa,""
2022-07-22,Freitag,Gut,Variable02 | Variable03 | Variable04 | Variable08 | Variable10 | Variable19 | Mäßig | Einkaufen | Rasiert,""
2022-07-23,Samstag,Ok,Familie | Variable02 | Variable03 | Variable04 | Gut | Variable09 | Variable12 | Variable13 | Variable19 | Allergie | Einkaufen | Schlafqualitaet,""
2022-07-24,Sonntag,Gut,Familie | Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable10 | Variable12 | Mäßig | Allergie,""
2022-07-25,Montag,Super,Familie | Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable06 | Variable08 | Variable11 | Variable12 | Variable13 | Variable18 | Variable19 | Mäßig | Allergie | Ausflug,""
2022-07-26,Dienstag,Lausig,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable07 | Chinesisch | Variable19 | Arbeit | Mensa | Schlecht | Allergie,""
2022-07-27,Mittwoch,Lausig,Variable02 | Variable03 | Variable04 | Variable06 | Variable08 | Variable11 | Chinesisch | Variable16 | Variable18 | Variable19 | Mensa | Schlecht | Allergie | Einkaufen | Rasiert,""
2022-07-28,Donnerstag,Schlecht,Variable02 | Variable04 | Variable05 | Schach | Variable07 | Variable08 | Variable12 | Variable15 | Variable18 | Mäßig | Arbeit | Wäsche,""
2022-07-29,Freitag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable12 | Variable17 | Arbeit | Mensa | Schlafqualitaet,""
2022-07-30,Samstag,Super,Variable02 | Variable03 | Variable04 | Variable05 | Schach | Variable07 | Chinesisch | Variable14 | Variable16 | Variable17 | Variable18 | Mäßig | Friseur | Arbeit,""
2022-07-31,Sonntag,Super,Familie | Variable02 | Variable03 | Variable04 | Variable05 | Schach | Gut | Variable06 | Variable07 | Variable08 | Variable09 | Variable10 | Variable11 | Variable12 | Variable13 | Chinesisch | Variable14 | Variable15 | Variable16 | Variable17 | Variable18 | Variable19 | Schlafqualitaet,""
